boro,cuisine_description,grade,violation_description,violation_count
Manhattan,American,A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",8
Manhattan,American,A,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",38
Manhattan,American,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",19
Manhattan,American,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",487
Manhattan,American,A,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",71
Manhattan,American,A,HACCP plan not approved or approved HACCP plan not maintained on premises.,1
Manhattan,American,A,Hand wash sign not posted,4
Manhattan,American,A,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,6
Manhattan,American,A,Harmful noxious gas or vapor detected.  Carbon Monoxide (CO) level exceeds nine (9) ppm,1
Manhattan,American,A,Hot TCS food item not held at or above 140 °F.,302
Manhattan,American,A,Hot TCS food item that has been cooked and  cooled is being held for service without first being reheated to 165º F or above within 2 hours.,1
Manhattan,American,A,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,4
Manhattan,American,A,Hot food item not held at or above 140º F.,6
Manhattan,American,A,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 165º F or above within 2 hours.,1
Manhattan,American,A,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",1
Manhattan,American,A,"Juice packaged on premises with no or incomplete label, no warning statement",3
Manhattan,American,A,Lighting Inadequate,1
Manhattan,American,A,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.",6
Manhattan,American,A,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,9
Manhattan,American,A,Live roaches in facility's food or non-food area.,43
Manhattan,American,A,"Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.",8
Manhattan,American,A,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",47
Manhattan,American,A,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",3
Manhattan,American,A,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,1
Manhattan,American,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",3
Manhattan,American,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",64
Manhattan,American,A,Non-TCS food that has been served to the public being re-served. (Does not apply to wrapped foods where the wrapper seal has not been broken or opened).,1
Manhattan,American,A,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",107
Manhattan,American,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2060
Manhattan,American,A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,8
Manhattan,American,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,9
Manhattan,American,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,8
Manhattan,American,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,138
Manhattan,American,A,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",15
Manhattan,American,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",106
Manhattan,American,A,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,5
Manhattan,American,A,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,31
Manhattan,American,A,Proper sanitization not provided for utensil ware washing operation.,9
Manhattan,American,A,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",31
Manhattan,American,A,Raw fruit or vegetable not properly washed prior to cutting or serving.,2
Manhattan,American,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",228
Manhattan,American,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",166
Manhattan,American,A,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",1
Manhattan,American,A,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",13
Manhattan,American,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",143
Manhattan,American,A,"Single service item reused, improperly stored, dispensed; not used when required.",12
Manhattan,American,A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",51
Manhattan,American,A,TCS food removed from cold holding or prepared from or combined with ingredients at room temperature not cooled by an approved method to 41 °F or below within 4 hours.,1
Manhattan,American,A,Thawing procedure improper.,51
Manhattan,American,A,Thawing procedures improper.,4
Manhattan,American,A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",3
Manhattan,American,A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature. • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process  • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request• Pork, any food containing pork to or above 150 °F for 15 seconds• Mechanically tenderized or injected meats to or above 155 °F.• Whole meat roasts and beef steak to or above required temperature and time except per individual customer request• Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred  • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",1
Manhattan,American,A,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",19
Manhattan,American,A,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",1
Manhattan,American,A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",3
Manhattan,American,A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",47
Manhattan,American,A,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",1
Manhattan,American,A,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,2
Manhattan,American,A,"Unclean or cracked whole eggs or unpasteurized liquid, frozen or powdered eggs kept or used.",4
Manhattan,American,A,Unknown,77
Manhattan,American,A,Wash hands sign not posted near or above hand washing sink.,124
Manhattan,American,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",160
Manhattan,American,A,Wiping cloths soiled or not stored in sanitizing solution.,7
Manhattan,American,A,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",1
Manhattan,American,B,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",3
Manhattan,American,B,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",8
Manhattan,American,B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,65
Manhattan,American,B,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,98
Manhattan,American,B,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,1
Manhattan,American,B,Commercially processed pre-cooked TCS in hermetically sealed containers and precooked TCS in intact packages from non-retail food processing establishments not heated to 140 °F within 2 hours of removal from container or package.,1
Manhattan,American,B,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,7
Manhattan,American,B,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",3
Manhattan,American,B,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",9
Manhattan,American,B,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Manhattan,American,B,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",31
Manhattan,American,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",165
Manhattan,American,B,Evidence of mice or live mice in establishment's food or non-food areas.,82
Manhattan,American,B,Evidence of mice or live mice present in facility's food and/or non-food areas.,1
Manhattan,American,B,Evidence of rats or live rats in establishment's food or non-food areas.,21
Manhattan,American,B,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,3
Manhattan,American,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",12
Manhattan,American,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",86
Manhattan,American,B,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2
Manhattan,American,B,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,37
Manhattan,American,B,Food Protection Certificate not held by supervisor of food operations.,1
Manhattan,American,B,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",110
Manhattan,American,B,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,5
Manhattan,American,B,"Food worker/food vendor does not wash hands thoroughly after using the toilet, or after coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands or does not change gloves when required; Worker fails to refrain from smoking or being fully clothed in clean outer garments.",2
Manhattan,American,B,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",3
Manhattan,American,B,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",1
Manhattan,American,B,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",1
Manhattan,American,B,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",48
Manhattan,American,B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",9
Manhattan,American,B,HACCP plan not approved or approved HACCP plan not maintained on premises.,1
Manhattan,American,B,Harmful noxious gas or vapor detected. Carbon Monoxide (CO) level exceeds nine (9) ppm,1
Manhattan,American,B,Hot TCS food item not held at or above 140 °F.,52
Manhattan,American,B,Hot food item not held at or above 140º F.,2
Manhattan,American,B,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",2
Manhattan,American,B,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,4
Manhattan,American,B,Live roaches in facility's food or non-food area.,32
Manhattan,American,B,Live roaches present in facility's food and/or non-food areas.,1
Manhattan,American,B,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",4
Manhattan,American,B,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,1
Manhattan,American,B,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",2
Manhattan,American,B,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",8
Manhattan,American,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",115
Manhattan,American,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,3
Manhattan,American,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,2
Manhattan,American,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,12
Manhattan,American,B,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",13
Manhattan,American,B,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",4
Manhattan,American,B,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",58
Manhattan,American,B,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",8
Manhattan,American,B,"Sewage disposal system is not provided, improper, inadequate or unapproved.",2
Manhattan,American,B,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",1
Manhattan,American,B,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",1
Manhattan,American,B,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",7
Manhattan,American,B,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",4
Manhattan,American,B,Thawing procedure improper.,8
Manhattan,American,B,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",2
Manhattan,American,B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",1
Manhattan,American,B,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",3
Manhattan,American,B,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,1
Manhattan,American,B,Wash hands sign not posted near or above hand washing sink.,10
Manhattan,American,B,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",12
Manhattan,American,C,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",7
Manhattan,American,C,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",1
Manhattan,American,C,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",8
Manhattan,American,C,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,55
Manhattan,American,C,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,67
Manhattan,American,C,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,4
Manhattan,American,C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",1
Manhattan,American,C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",11
Manhattan,American,C,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",20
Manhattan,American,C,Duties of an officer of the Department interfered with or obstructed.,1
Manhattan,American,C,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",88
Manhattan,American,C,Evidence of mice or live mice in establishment's food or non-food areas.,37
Manhattan,American,C,Evidence of mice or live mice present in facility's food and/or non-food areas.,1
Manhattan,American,C,Evidence of rats or live rats in establishment's food or non-food areas.,11
Manhattan,American,C,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,1
Manhattan,American,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",5
Manhattan,American,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",48
Manhattan,American,C,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,31
Manhattan,American,C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",60
Manhattan,American,C,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",1
Manhattan,American,C,"Food containing a prohibited substance held, kept, offered, prepared, processed, packaged, or served.",1
Manhattan,American,C,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",1
Manhattan,American,C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,9
Manhattan,American,C,"Food, food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",1
Manhattan,American,C,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",5
Manhattan,American,C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",3
Manhattan,American,C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",38
Manhattan,American,C,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",3
Manhattan,American,C,HACCP plan not approved or approved HACCP plan not maintained on premises.,2
Manhattan,American,C,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,1
Manhattan,American,C,Harmful noxious gas or vapor detected. Carbon Monoxide (CO) level exceeds nine (9) ppm,1
Manhattan,American,C,Hot TCS food item not held at or above 140 °F.,43
Manhattan,American,C,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,3
Manhattan,American,C,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",2
Manhattan,American,C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.",1
Manhattan,American,C,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,1
Manhattan,American,C,Live roaches in facility's food or non-food area.,17
Manhattan,American,C,Live roaches present in facility's food and/or non-food areas.,1
Manhattan,American,C,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",1
Manhattan,American,C,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,6
Manhattan,American,C,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",3
Manhattan,American,C,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",20
Manhattan,American,C,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",74
Manhattan,American,C,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,1
Manhattan,American,C,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,3
Manhattan,American,C,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,16
Manhattan,American,C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",2
Manhattan,American,C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",11
Manhattan,American,C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,1
Manhattan,American,C,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",3
Manhattan,American,C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",32
Manhattan,American,C,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",14
Manhattan,American,C,"Sewage disposal system is not provided, improper, inadequate or unapproved.",1
Manhattan,American,C,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",1
Manhattan,American,C,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",5
Manhattan,American,C,Thawing procedure improper.,5
Manhattan,American,C,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",2
Manhattan,American,C,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature. • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process  • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request• Pork, any food containing pork to or above 150 °F for 15 seconds• Mechanically tenderized or injected meats to or above 155 °F.• Whole meat roasts and beef steak to or above required temperature and time except per individual customer request• Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred  • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",2
Manhattan,American,C,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",2
Manhattan,American,C,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",2
Manhattan,American,C,Wash hands sign not posted near or above hand washing sink.,2
Manhattan,American,C,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",5
Manhattan,Armenian,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,4
Manhattan,Armenian,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Manhattan,Armenian,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",2
Manhattan,Armenian,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Manhattan,Armenian,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2
Manhattan,Armenian,A,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,1
